,Result,Target,PR_Interval,RR_Interval,RS_Interval
64,N,0,0,0,4768.947222
65,N,0,0.077777778,0.133333333,0.202777778
66,N,0,0.086111111,0.144444444,0.272222222
67,j,1,0.125,0.152777778,0.261111111
68,N,0,0.155555556,0.202777778,0.427777778
69,N,0,0.066666667,0.158333333,0.505555556
70,N,0,0.225,0.147222222,0.047222222
71,N,0,0.125,0.177777778,0.394444444
72,N,0,0.080555556,0.141666667,0.188888889
73,N,0,0.227777778,0.147222222,0.047222222
74,N,0,0.241666667,0.141666667,0.211111111
75,N,0,0.075,0.122222222,0.327777778
76,N,0,0.083333333,0.133333333,0.266666667
77,N,0,0.077777778,0.138888889,0.238888889
78,N,0,0.066666667,0.113888889,0.286111111
79,N,0,0.083333333,0.125,0.338888889
80,N,0,0.075,0.130555556,0.233333333
81,N,0,0.091666667,0.155555556,0.252777778
82,N,0,0.077777778,0.133333333,0.197222222
83,N,0,0.069444444,0.094444444,0.158333333
84,N,0,0.052777778,0.102777778,0.191666667
85,N,0,0,0,4723.569444
86,N,0,0.241666667,0.166666667,0.052777778
87,N,0,0.066666667,0.127777778,0.225
88,N,0,0.1,0.172222222,0.388888889
89,N,0,0.080555556,0.136111111,0.255555556
90,N,0,0.108333333,0.144444444,0.219444444
91,N,0,0.061111111,0.116666667,0.225
92,N,0,0.080555556,0.138888889,0.2
93,N,0,0.052777778,0.108333333,0.216666667
94,N,0,0,0,3106.911111
95,N,0,0.2,0.161111111,0.136111111
96,N,0,0.083333333,0.152777778,0.258333333
97,N,0,0.272222222,0.188888889,0.055555556
98,N,0,0.083333333,0.147222222,0.241666667
99,N,0,0.075,0.116666667,0.186111111
100,N,0,0.127777778,0.158333333,0.236111111
101,N,0,0.069444444,0.097222222,0.161111111
102,N,0,0.277777778,0.138888889,0.066666667
103,N,0,0.091666667,0.158333333,0.308333333
104,N,0,0.077777778,0.108333333,0.166666667
105,N,0,0.083333333,0.144444444,0.197222222
106,N,0,0.097222222,0.158333333,0.247222222
107,N,0,0.230555556,0.147222222,0.05
108,N,0,0.086111111,0.172222222,0.411111111
109,N,0,0,0,3807.888889
110,N,0,0.075,0.141666667,0.283333333
111,N,0,0.075,0.147222222,0.258333333
112,N,0,0,0,3415.602778
113,N,0,0.083333333,0.138888889,0.2
114,N,0,0.088888889,0.147222222,0.275
115,N,0,0.058333333,0.113888889,0.219444444
116,N,0,0.080555556,0.133333333,0.244444444
117,N,0,0.088888889,0.15,0.236111111
118,N,0,0.102777778,0.138888889,0.230555556
119,N,0,0.225,0.180555556,0.45
120,N,0,0.088888889,0.113888889,0.255555556
121,N,0,0.080555556,0.122222222,0.319444444
122,N,0,0.088888889,0.144444444,0.302777778
123,N,0,0.055555556,0.105555556,0.194444444
124,N,0,0.083333333,0.141666667,0.225
125,N,0,0.072222222,0.108333333,0.166666667
126,N,0,0.083333333,0.144444444,0.213888889
127,N,0,0.080555556,0.158333333,0.208333333
128,N,0,0.091666667,0.161111111,0.297222222
129,N,0,0.080555556,0.144444444,0.233333333
130,N,0,0.077777778,0.119444444,0.327777778
131,N,0,0.086111111,0.147222222,0.227777778
132,N,0,0.094444444,0.169444444,0.397222222
133,N,0,0.080555556,0.119444444,0.191666667
134,N,0,0.086111111,0.15,0.213888889
135,N,0,0.061111111,0.108333333,0.233333333
136,N,0,0.233333333,0.141666667,-4760.05
137,N,0,0.086111111,0.116666667,0.227777778
138,N,0,0.133333333,0.2,0.2
139,N,0,0.080555556,0.133333333,0.188888889
140,N,0,0.086111111,0.133333333,0.347222222
141,N,0,0.072222222,0.133333333,0.208333333
142,N,0,0.355555556,0.222222222,0.188888889
143,N,0,0.086111111,0.113888889,0.166666667
144,N,0,0.080555556,0.125,0.202777778
145,N,0,0.227777778,0.147222222,0.05
146,N,0,0.086111111,0.172222222,0.222222222
147,N,0,0.088888889,0.125,0.169444444
148,N,0,0.075,0.138888889,0.241666667
149,N,0,0.263888889,0.169444444,0.158333333
150,N,0,0.083333333,0.144444444,0.205555556
151,N,0,0.075,0.091666667,0.152777778
152,N,0,0.069444444,0.141666667,0.236111111
153,N,0,0.077777778,0.125,0.183333333
154,N,0,0,0,4705.705556
155,N,0,0.086111111,0.163888889,0.266666667
156,N,0,0.127777778,0.177777778,0.244444444
157,N,0,0.077777778,0.180555556,0.263888889
158,N,0,0.086111111,0.130555556,0.35
159,N,0,0.266666667,0.155555556,0.263888889
160,N,0,0.086111111,0.111111111,0.197222222
161,N,0,0.088888889,0.15,0.238888889
162,N,0,0.088888889,0.147222222,0.266666667
163,N,0,0.216666667,0.125,-4852.419444
164,N,0,0.1,0.191666667,0.225
165,N,0,0.111111111,0.161111111,0.177777778
166,N,0,0.086111111,0.144444444,0.202777778
167,N,0,0.080555556,0.122222222,0.325
168,N,0,0.077777778,0.125,0.219444444
169,N,0,0.080555556,0.144444444,0.241666667
170,N,0,0.077777778,0.122222222,0.208333333
171,N,0,0.077777778,0.127777778,0.241666667
172,N,0,0.072222222,0.111111111,0.283333333
173,N,0,0.086111111,0.141666667,0.263888889
174,N,0,0.075,0.163888889,0.275
175,N,0,0.158333333,0.122222222,0.091666667
176,N,0,0.077777778,0.141666667,0.197222222
177,N,0,0.205555556,0.241666667,0.2
178,N,0,0.055555556,0.105555556,0.205555556
179,N,0,0.086111111,0.144444444,0.227777778
180,N,0,0.094444444,0.155555556,0.269444444
181,N,0,0.088888889,0.155555556,0.3
182,N,0,0.083333333,0.125,0.188888889
183,N,0,0.338888889,0.233333333,0.163888889
184,N,0,0,0,4683.063889
185,N,0,0.077777778,0.133333333,0.269444444
186,N,0,0.097222222,0.158333333,0.297222222
187,N,0,0.091666667,0.152777778,0.266666667
188,N,0,0.086111111,0.152777778,0.252777778
189,N,0,0.125,0.188888889,0.286111111
190,N,0,0.077777778,0.138888889,0.230555556
191,N,0,0.055555556,0.111111111,0.225
192,N,0,0.041666667,0.108333333,0.266666667
193,N,0,0.094444444,0.141666667,0.216666667
194,N,0,0.066666667,0.127777778,0.230555556
195,N,0,0.077777778,0.122222222,0.233333333
196,N,0,0.080555556,0.127777778,0.191666667
197,N,0,0.083333333,0.108333333,0.233333333
198,N,0,0.241666667,0.155555556,0.058333333
199,N,0,0.086111111,0.119444444,0.166666667
200,N,0,0.088888889,0.15,0.188888889
201,N,0,0.066666667,0.116666667,0.205555556
202,N,0,0.077777778,0.141666667,0.225
203,N,0,0.1,0.152777778,0.372222222
204,N,0,0.088888889,0.147222222,0.230555556
205,N,0,0.244444444,0.111111111,0.247222222
206,N,0,0.091666667,0.152777778,0.247222222
207,N,0,0.130555556,0.080555556,0.280555556
208,N,0,0.075,0.125,0.225
209,N,0,0.238888889,0.158333333,-3548.958333
210,N,0,0.086111111,0.133333333,0.330555556
211,N,0,0.075,0.094444444,0.15
212,N,0,0.077777778,0.127777778,0.197222222
213,N,0,0.083333333,0.136111111,0.183333333
214,N,0,0.108333333,0.158333333,0.255555556
215,N,0,0.122222222,0.141666667,0.205555556
216,N,0,0.155555556,0.125,0.158333333
217,N,0,0.072222222,0.127777778,0.305555556
218,N,0,0.080555556,0.122222222,0.225
219,N,0,0.088888889,0.15,0.266666667
220,N,0,0.1,0.191666667,0.419444444
221,N,0,0.047222222,0.097222222,0.225
222,N,0,0.075,0.130555556,0.208333333
223,N,0,0.083333333,0.147222222,0.197222222
224,N,0,0.072222222,0.122222222,0.222222222
225,N,0,0.319444444,0.191666667,0.227777778
226,N,0,0.077777778,0.136111111,0.216666667
227,N,0,0.097222222,0.152777778,0.302777778
228,N,0,0.069444444,0.122222222,0.236111111
229,N,0,0.086111111,0.15,0.297222222
230,N,0,0.091666667,0.138888889,0.2
231,N,0,0.102777778,0.069444444,0.252777778
232,N,0,0.083333333,0.108333333,0.161111111
233,N,0,0.086111111,0.161111111,0.425
234,N,0,0.072222222,0.116666667,0.208333333
235,N,0,0.102777778,0.152777778,0.186111111
236,N,0,0.055555556,0.108333333,0.202777778
237,N,0,0,0,4813.808333
238,N,0,0.075,0.130555556,0.361111111
239,N,0,0.083333333,0.141666667,0.194444444
240,N,0,0.097222222,0.169444444,0.202777778
241,N,0,0.116666667,0.138888889,0.166666667
242,N,0,0,0,3892.416667
243,N,0,0,0,3820.891667
244,N,0,0.266666667,0.144444444,0.063888889
245,N,0,0.086111111,0.152777778,0.302777778
246,N,0,0.080555556,0.138888889,0.202777778
247,N,0,0.072222222,0.127777778,0.216666667
248,N,0,0.080555556,0.127777778,0.338888889
249,N,0,0.086111111,0.172222222,0.4
250,N,0,0.277777778,0.116666667,0.191666667
251,N,0,0.086111111,0.138888889,0.244444444
252,N,0,0.083333333,0.127777778,0.330555556
253,N,0,0.086111111,0.161111111,0.252777778
254,N,0,0.097222222,0.152777778,0.183333333
255,N,0,0.077777778,0.125,0.197222222
256,N,0,0.080555556,0.122222222,0.219444444
257,N,0,0.102777778,0.155555556,0.369444444
258,N,0,0.075,0.116666667,0.208333333
259,N,0,0.094444444,0.163888889,0.280555556
260,N,0,0.075,0.1,0.161111111
261,N,0,0.083333333,0.163888889,0.255555556
262,N,0,0.225,0.15,-3130.838889
263,N,0,0.138888889,0.116666667,0.186111111
264,N,0,0.063888889,0.147222222,0.219444444
265,N,0,0.030555556,0.075,0.2
266,N,0,0.066666667,0.072222222,0.144444444
267,N,0,0.044444444,0.094444444,0.233333333
268,N,0,0.066666667,0.080555556,0.147222222
269,N,0,0.1,0.136111111,0.241666667
270,N,0,0.075,0.108333333,0.188888889
271,N,0,0.066666667,0.133333333,0.216666667
272,N,0,0,0,4516.563889
273,N,0,0.066666667,0.127777778,0.222222222
274,N,0,0.066666667,0.116666667,0.197222222
275,N,0,0.052777778,0.108333333,0.213888889
276,N,0,0.219444444,0.15,0.227777778
277,N,0,0.088888889,0.133333333,0.330555556
278,N,0,0.202777778,0.119444444,0.202777778
279,N,0,0.044444444,0.080555556,0.230555556
280,N,0,0.069444444,0.083333333,0.152777778
281,N,0,0.152777778,0.119444444,0.080555556
282,N,0,0.075,0.1,0.158333333
283,N,0,0,0,3787.719444
284,J,1,0.166666667,0.127777778,0.361111111
285,N,0,0.077777778,0.127777778,0.241666667
286,N,0,0.105555556,0.136111111,-3627.027778
287,N,0,0,0,4823.936111
288,N,0,0.05,0.102777778,0.233333333
289,N,0,0.091666667,0.133333333,0.333333333
290,N,0,0.144444444,0.111111111,0.094444444
291,N,0,0.05,0.058333333,0.144444444
292,N,0,0.066666667,0.102777778,0.430555556
293,N,0,0.086111111,0.15,0.202777778
294,N,0,0.091666667,0.133333333,0.197222222
295,N,0,0.102777778,0.144444444,0.325
296,N,0,0.083333333,0.130555556,0.216666667
297,N,0,0.075,0.133333333,0.238888889
298,N,0,0,0,4863.911111
299,N,0,0.066666667,0.113888889,0.186111111
300,N,0,0.086111111,0.130555556,0.322222222
301,N,0,0.088888889,0.152777778,0.3
302,N,0,0.047222222,0.097222222,0.197222222
303,N,0,0.077777778,0.125,0.194444444
304,N,0,0.155555556,0.119444444,0.311111111
305,N,0,0.075,0.127777778,0.219444444
306,N,0,0.077777778,0.130555556,0.2
307,N,0,0.080555556,0.127777778,0.35
308,N,0,0.077777778,0.111111111,0.219444444
309,N,0,0.2,0.102777778,0.211111111
310,N,0,0.055555556,0.105555556,0.236111111
311,N,0,0.088888889,0.144444444,0.194444444
312,N,0,0.230555556,0.169444444,-3525.491667
313,N,0,0.075,0.127777778,0.261111111
314,N,0,0.088888889,0.161111111,0.272222222
315,N,0,0.105555556,0.155555556,0.361111111
316,N,0,0.069444444,0.130555556,0.208333333
317,N,0,0.113888889,0.202777778,0.4
318,N,0,0.072222222,0.125,0.177777778
319,N,0,0.1,0.161111111,0.25
320,N,0,0.061111111,0.119444444,0.216666667
321,N,0,0.266666667,0.208333333,0.138888889
322,N,0,0.083333333,0.133333333,0.227777778
323,N,0,0.069444444,0.088888889,0.152777778
324,N,0,0.094444444,0.169444444,0.202777778
325,N,0,0.075,0.127777778,0.216666667
326,N,0,0.113888889,0.144444444,0.230555556
327,N,0,0.077777778,0.133333333,0.247222222
328,N,0,0.094444444,0.169444444,0.208333333
329,N,0,0.052777778,0.111111111,0.233333333
330,N,0,0.180555556,0.113888889,0.316666667
331,N,0,0.094444444,0.152777778,0.258333333
332,N,0,0.075,0.122222222,0.213888889
333,N,0,0.094444444,0.15,0.252777778
334,N,0,0.183333333,0.255555556,0.505555556
335,N,0,0.075,0.116666667,0.225
336,N,0,0.080555556,0.136111111,0.194444444
337,N,0,0.094444444,0.155555556,0.191666667
338,N,0,0.080555556,0.130555556,0.255555556
339,N,0,0.080555556,0.130555556,0.194444444
340,N,0,0.077777778,0.141666667,0.222222222
341,N,0,0.088888889,0.130555556,0.327777778
342,N,0,0.069444444,0.113888889,0.252777778
343,N,0,0.077777778,0.130555556,0.261111111
344,N,0,0.088888889,0.175,0.225
345,N,0,0.219444444,0.141666667,0.05
346,N,0,0.061111111,0.113888889,0.233333333
347,N,0,0,0,4198.133333
348,N,0,0.091666667,0.152777778,0.227777778
349,N,0,0.113888889,0.177777778,0.286111111
350,N,0,0.086111111,0.161111111,0.241666667
351,N,0,0.102777778,0.172222222,0.286111111
352,N,0,0.077777778,0.125,0.288888889
353,N,0,0.222222222,0.144444444,-3609.494444
354,N,0,0.263888889,0.141666667,0.063888889
355,N,0,0.086111111,0.130555556,0.313888889
356,N,0,0.083333333,0.138888889,0.25
357,N,0,0,0,3654.419444
358,N,0,0.227777778,0.144444444,0.15
359,N,0,0.066666667,0.122222222,0.219444444
360,N,0,0.083333333,0.15,0.241666667
361,N,0,0.086111111,0.130555556,0.222222222
362,N,0,0.080555556,0.141666667,0.230555556
363,N,0,0.077777778,0.105555556,0.197222222
364,N,0,0.097222222,0.172222222,0.208333333
365,N,0,0.1,0.188888889,0.258333333
366,N,0,0.094444444,0.158333333,0.266666667
367,N,0,0.086111111,0.138888889,0.355555556
368,N,0,0.088888889,0.111111111,0.219444444
369,N,0,0.063888889,0.086111111,0.225
370,N,0,0.152777778,0.127777778,0.2
371,N,0,0.083333333,0.122222222,0.308333333
372,N,0,0.086111111,0.136111111,0.177777778
373,N,0,0.175,0.119444444,0.230555556
374,N,0,0.094444444,0.15,0.216666667
375,N,0,0.1,0.147222222,0.247222222
376,N,0,0.075,0.125,0.225
377,N,0,0.080555556,0.127777778,0.216666667
378,N,0,0.083333333,0.097222222,0.236111111
379,N,0,0.080555556,0.136111111,0.247222222
380,N,0,0.083333333,0.166666667,0.213888889
381,N,0,0.077777778,0.108333333,0.197222222
382,N,0,0.05,0.102777778,0.227777778
383,N,0,0.083333333,0.141666667,0.194444444
384,N,0,0,0,3663.186111
385,N,0,0.086111111,0.15,0.305555556
386,N,0,0.097222222,0.175,0.222222222
387,N,0,0.083333333,0.116666667,0.236111111
388,N,0,0.075,0.1,0.158333333
389,N,0,0.097222222,0.138888889,0.194444444
390,N,0,0.075,0.136111111,0.197222222
391,N,0,0.244444444,0.15,0.205555556
392,N,0,0.077777778,0.094444444,0.227777778
393,N,0,0.080555556,0.122222222,0.319444444
394,N,0,0.080555556,0.144444444,0.227777778
395,N,0,0.058333333,0.108333333,0.2
396,N,0,0.255555556,0.161111111,0.216666667
397,N,0,0.075,0.113888889,0.230555556
398,N,0,0.066666667,0.116666667,0.188888889
399,N,0,0.058333333,0.105555556,0.194444444
400,N,0,0.080555556,0.144444444,0.202777778
401,N,0,0.091666667,0.144444444,0.266666667
402,N,0,0.1,0.152777778,0.372222222
403,N,0,0.083333333,0.138888889,0.244444444
404,N,0,0.066666667,0.086111111,0.152777778
405,N,0,0.158333333,0.116666667,0.161111111
406,N,0,0.086111111,0.183333333,0.438888889
407,N,0,0.086111111,0.138888889,0.286111111
408,N,0,0.272222222,0.138888889,0.061111111
409,N,0,0.122222222,0.161111111,0.202777778
410,N,0,0.083333333,0.177777778,0.227777778
411,N,0,0.086111111,0.133333333,0.344444444
412,N,0,0,0,3422.866667
413,N,0,0.091666667,0.130555556,0.319444444
414,N,0,0.083333333,0.147222222,0.238888889
415,N,0,0.072222222,0.094444444,0.15
416,N,0,0.077777778,0.127777778,0.347222222
417,N,0,0.238888889,0.152777778,0.152777778
418,N,0,0.077777778,0.125,0.244444444
419,N,0,0.105555556,0.136111111,0.202777778
420,N,0,0.266666667,0.161111111,0.138888889
421,N,0,0.133333333,0.116666667,0.155555556
422,N,0,0.211111111,0.138888889,0.15
423,N,0,0.077777778,0.1,0.186111111
424,N,0,0.097222222,0.141666667,0.255555556
425,N,0,0.088888889,0.138888889,0.219444444
426,N,0,0.077777778,0.136111111,0.261111111
427,N,0,0.080555556,0.127777778,0.188888889
428,N,0,0.083333333,0.136111111,0.258333333
429,N,0,0.072222222,0.125,0.213888889
430,N,0,0.088888889,0.147222222,0.233333333
431,N,0,0.083333333,0.152777778,0.197222222
432,N,0,0.080555556,0.108333333,0.158333333
433,N,0,0.1,0.141666667,0.216666667
434,N,0,0.077777778,0.125,0.191666667
435,N,0,0.077777778,0.122222222,0.213888889
436,N,0,0.086111111,0.15,0.275
437,N,0,0.077777778,0.158333333,0.208333333
438,N,0,0.1,0.152777778,0.319444444
439,N,0,0.058333333,0.116666667,0.225
440,N,0,0,0,4243.341667
441,N,0,0.052777778,0.105555556,0.213888889
442,N,0,0.138888889,0.102777778,0.086111111
443,N,0,0.080555556,0.133333333,0.25
444,N,0,0.063888889,0.122222222,0.222222222
445,N,0,0.077777778,0.130555556,0.247222222
446,N,0,0.255555556,0.130555556,0.211111111
447,N,0,0.088888889,0.152777778,0.252777778
448,N,0,0.075,0.133333333,0.202777778
449,N,0,0.1,0.15,0.375
450,N,0,0.091666667,0.136111111,0.2
451,N,0,0.111111111,0.186111111,0.388888889
452,N,0,0.077777778,0.166666667,0.258333333
453,N,0,0.169444444,0.258333333,0.358333333
454,N,0,0.108333333,0.191666667,0.405555556
455,N,0,0.086111111,0.138888889,0.252777778
456,N,0,0.108333333,0.161111111,0.263888889
457,N,0,0.188888889,0.133333333,0.161111111
458,N,0,0.038888889,0.094444444,0.313888889
459,N,0,0.244444444,0.147222222,-4018.916667
460,N,0,0.091666667,0.152777778,0.191666667
461,N,0,0.102777778,0.127777778,0.241666667
462,N,0,0.05,0.1,0.2
463,N,0,0.075,0.127777778,0.372222222
464,N,0,0.088888889,0.133333333,0.219444444
465,N,0,0.072222222,0.1,0.183333333
466,N,0,0.058333333,0.102777778,0.319444444
467,N,0,0,0,3139.947222
468,N,0,0.072222222,0.108333333,0.172222222
469,N,0,0.163888889,0.102777778,0.138888889
470,N,0,0.155555556,0.119444444,0.141666667
471,N,0,0.094444444,0.141666667,0.330555556
472,N,0,0.052777778,0.102777778,0.427777778
473,N,0,0.077777778,0.1,0.180555556
474,N,0,0.069444444,0.091666667,0.155555556
475,N,0,0.055555556,0.097222222,0.327777778
476,N,0,0.077777778,0.127777778,0.191666667
477,N,0,0.072222222,0.125,0.238888889
478,N,0,0.077777778,0.138888889,0.205555556
479,N,0,0.091666667,0.158333333,0.258333333
480,N,0,0.247222222,0.161111111,0.15
481,N,0,0.086111111,0.127777778,0.322222222
482,N,0,0.077777778,0.108333333,0.183333333
483,N,0,0.277777778,0.163888889,0.172222222
484,N,0,0.091666667,0.130555556,0.347222222
485,N,0,0.183333333,0.15,0.091666667
486,N,0,0.069444444,0.122222222,0.275
487,N,0,0,0,3477.208333
488,N,0,0.086111111,0.136111111,0.225
489,N,0,0.227777778,0.15,-3332.125
490,N,0,0.091666667,0.141666667,0.191666667
491,N,0,0.072222222,0.1,0.166666667
492,N,0,0.080555556,0.119444444,0.333333333
493,N,0,0.088888889,0.152777778,0.213888889
494,N,0,0.083333333,0.141666667,0.266666667
495,N,0,0.302777778,0.222222222,0.402777778
496,N,0,0.075,0.127777778,0.208333333
497,N,0,0.080555556,0.147222222,0.252777778
498,N,0,0.075,0.130555556,0.225
499,N,0,0.083333333,0.133333333,0.233333333
500,N,0,0.077777778,0.133333333,0.263888889
501,N,0,0.133333333,0.108333333,0.141666667
502,N,0,0.077777778,0.136111111,0.191666667
503,N,0,0.358333333,0.163888889,0.094444444
504,N,0,0.088888889,0.155555556,0.280555556
505,N,0,0.091666667,0.15,0.244444444
506,N,0,0.077777778,0.138888889,0.366666667
507,N,0,0,0,4706.375
508,N,0,0.075,0.1,0.158333333
509,N,0,0.075,0.122222222,0.216666667
510,N,0,0.080555556,0.141666667,0.202777778
511,N,0,0.216666667,0.141666667,0.05
512,N,0,0.086111111,0.133333333,0.35
513,N,0,0.075,0.166666667,0.263888889
514,N,0,0.091666667,0.152777778,0.263888889
515,N,0,0.1,0.133333333,0.322222222
516,N,0,0.075,0.116666667,0.227777778
517,N,0,0.072222222,0.091666667,0.147222222
518,N,0,0.091666667,0.152777778,0.291666667
519,N,0,0.094444444,0.161111111,0.308333333
520,N,0,0.077777778,0.105555556,0.161111111
521,N,0,0.086111111,0.175,0.230555556
522,N,0,0.252777778,0.169444444,0.158333333
523,N,0,0.072222222,0.116666667,0.208333333
524,N,0,0.075,0.127777778,0.219444444
525,J,1,0.091666667,0.138888889,0.358333333
526,N,0,0.066666667,0.116666667,0.208333333
527,N,0,0.105555556,0.147222222,0.233333333
528,N,0,0.063888889,0.141666667,0.211111111
529,N,0,0.075,0.102777778,0.233333333
530,N,0,0.086111111,0.133333333,0.202777778
531,N,0,0.125,0.069444444,0.436111111
532,N,0,0.080555556,0.127777778,0.177777778
533,N,0,0.080555556,0.133333333,0.194444444
534,N,0,0.133333333,0.155555556,0.172222222
535,N,0,0.075,0.138888889,0.377777778
536,N,0,0.1,0.166666667,0.252777778
537,N,0,0.083333333,0.172222222,0.394444444
538,N,0,0.075,0.138888889,0.230555556
539,N,0,0.088888889,0.144444444,0.191666667
540,N,0,0.075,0.122222222,0.222222222
541,N,0,0.161111111,0.108333333,0.197222222
542,N,0,0.138888889,0.194444444,0.186111111
543,N,0,0.075,0.163888889,0.411111111
544,N,0,0.061111111,0.105555556,0.177777778
545,N,0,0.094444444,0.138888889,0.219444444
546,N,0,0.072222222,0.108333333,0.233333333
547,N,0,0.072222222,0.130555556,0.202777778
548,N,0,0.077777778,0.125,0.230555556
549,N,0,0.080555556,0.15,0.202777778
550,N,0,0.069444444,0.091666667,0.419444444
551,N,0,0.194444444,0.133333333,0.236111111
552,N,0,0.080555556,0.125,0.227777778
553,N,0,0.191666667,0.125,0.211111111
554,N,0,0.086111111,0.138888889,0.255555556
555,N,0,0.077777778,0.125,-4395.016667
556,N,0,0.191666667,0.094444444,0.158333333
557,N,0,0.072222222,0.091666667,0.152777778
558,N,0,0.075,0.130555556,0.297222222
559,N,0,0.080555556,0.144444444,0.211111111
560,N,0,0.077777778,0.122222222,0.183333333
561,N,0,0.091666667,0.161111111,0.313888889
562,N,0,0.066666667,0.080555556,0.158333333
563,N,0,0.075,0.122222222,0.227777778
564,N,0,0.080555556,0.172222222,0.258333333
565,N,0,0.077777778,0.130555556,0.238888889
566,N,0,0.125,0.177777778,0.383333333
567,N,0,0.088888889,0.163888889,0.391666667
568,N,0,0.163888889,0.125,0.1
569,N,0,0.088888889,0.138888889,0.2
570,N,0,0.086111111,0.147222222,0.241666667
571,N,0,0.083333333,0.138888889,0.219444444
572,N,0,0.063888889,0.113888889,0.252777778
573,N,0,0.097222222,0.169444444,0.258333333
574,N,0,0.080555556,0.125,0.211111111
575,N,0,0.172222222,0.119444444,0.230555556
576,N,0,0.083333333,0.141666667,0.25
577,N,0,0.088888889,0.155555556,0.255555556
578,N,0,0.155555556,0.1,0.166666667
579,N,0,0.105555556,0.166666667,0.288888889
580,N,0,0,0,4760.219444
581,N,0,0.077777778,0.127777778,0.247222222
582,N,0,0.083333333,0.136111111,0.183333333
583,N,0,0.086111111,0.133333333,0.344444444
584,N,0,0.1,0.136111111,0.216666667
585,N,0,0.075,0.097222222,0.225
586,N,0,0.075,0.130555556,0.213888889
587,N,0,0.077777778,0.125,0.219444444
588,N,0,0.072222222,0.130555556,0.213888889
589,N,0,0.075,0.152777778,0.266666667
590,N,0,0.091666667,0.144444444,0.375
591,N,0,0.25,0.163888889,0.197222222
592,N,0,0.133333333,0.186111111,0.236111111
593,N,0,0.077777778,0.133333333,0.216666667
594,N,0,0.069444444,0.116666667,0.227777778
595,N,0,0.133333333,0.205555556,0.202777778
596,(AFIB,1,0,0,3492.738889
597,N,0,0.063888889,0.122222222,0.222222222
598,N,0,0.080555556,0.136111111,0.197222222
599,N,0,0.1,0.15,0.363888889
600,N,0,0.133333333,0.197222222,0.191666667
601,N,0,0.072222222,0.127777778,0.227777778
602,N,0,0.077777778,0.116666667,0.177777778
603,N,0,0.069444444,0.130555556,0.383333333
604,N,0,0.158333333,0.102777778,0.222222222
605,N,0,0.080555556,0.138888889,0.380555556
606,N,0,0.075,0.136111111,0.225
607,N,0,0.222222222,0.130555556,0.191666667
608,N,0,0.091666667,0.15,0.247222222
